Group,Group Id
Uganda Democratic Christian Army (UDCA),1855
Moslem Activists,1856
Fatah Hawks,1857
Coca Farmers,1858
Manatari Brotherhood,1859
Jihadi-inspired extremists,1860
Revolutionary Front for Hatian Advancement and Progress (FRAPH),1861
Minority Unity Forum,1862
Movement for Dignity and Soverignty,1863
Suriname Liberation Front,1864
Motherland Party,1865
Human Rights Defence Committee,1866
Former Muslim Guerrillas,1867
Taihikai (Great Sadness),1868
Ningo Tribe,1869
Southern Sierra Peasant Organization,1870
The Islamic Movement,1871
Habr Gedir Clan,1872
Naga Students Federation,1873
Popular Liberation Front Urban Commando,1874
Association of Students and Pupils in Mali (AEEM),1875
Zulu Miners,1876
Anti-Fascist Action,1877
Furious Rebellion,1878
Popular Front for the Liberation of the Sahara,1879
Puka Inti Maoist Communist Party,1880
"Ultra Nationalist Group, name not given",1881
Francisco Villa People's Front,1882
Harkat ul Ansar,1883
Former Interior Ministry Officers,1884
Sandval (union) Movement,1885
Sammilito Sangskritik Jote (Alliance of Cultural Forums),1886
Afghan War Veterans,1887
People's National Liberation Movement,1888
David's Sword,1889
Death to the Demobilized Militias,1890
Rival Parts,1891
Mesopotamian Army (MEZOR),1892
Arsonists,1893
Corsican Farmers' Front,1894
Ansar Allah,1895
Islamic Arab Front of Azawad (FIAA),1896
Long-time Muslim immigrants from Bangladesh,1897
Al-Jehad,1898
Colombia Without Guerrillas,1899
Serbian Gangsters,1900
Maoist Farm Laborers Struggle Committee (MXSS),1901
Anti-Revolutionary Agents,1902
U/I Snipers,1903
New Indigenous Army,1904
Palestinian Activists,1905
United Students Forum,1906
Shop owners,1907
Ganda Koi,1908
Movement of the Islamic State (MEI),1909
Korea Univ. Students,1910
Council for Popular Justice,1911
Albatros Commando,1912
Turks of Western Thrace,1913
Lord's Resistance Army (LRA),1914
Bosnian Serbs,1915
Iraqi Islamic Vanguards for National Salvation (IIVNS),1916
Organized Crime,1917
Socialist Chhatra League,1918
National Democratic Party,1919
U/I Asian Gang,1920
Iraqi National Congress (INC),1921
U/I Somali Militiamen,1922
Presidential Movement (MP) Militiamen,1923
U/I Private army of wral politician,1924
Bosnian Croats,1925
Pro-Khasbulaton Rebels,1926
National Liberation People's Front (FPLN),1927
Aristide supporters,1928
Devrimici Halk Kurtulus Cephesi (DHKP/C),1929
U/I Liberian Gunmen,1930
U/I Catholic Traditionalists,1931
Georgian Sabotage Group,1932
Depositers angered,1933
United Action Council,1934
Taxi Drivers,1935
Al-Hadid,1936
Paupa New Guinea Troops,1937
Pro-Aristade,1938
Kuki Tribal Militants,1939
Opposition Jatiya Samajtantrik Del Party,1940
Cleansing Squad,1941
Black African Vigilantes,1942
Fundamentalists,1943
Dignity Command,1944
Indians,1945
White Guard,1946
United National Party,1947
Timorese Students,1948
Jaime Bateman Cayon Group (JBC),1949
Union of Peaceful Citizens of Algeria,1950
Islamist Sufi Group,1951
Rival Party Members,1952
Rival Soccer Clubs,1953
Squatters,1954
Shangytown residents,1955
Congress Party Activists,1956
Malitia-Pro Govt,1957
Bihar People's  Party (Hindu militants),1958
King Street,1959
Kim Pyongnil Supporters,1960
Alex Boncayao Brigade (ABB),1961
El Mico Rebel Gray,1962
Krikapi Indians,1963
Civilians Seeking Revenge,1964
Attaches,1965
State Council of Indian and Peasant Organization,1966
Committee of Coordination,1967
Paramilitaries,1968
Macetos (Paramilitary Group),1969
Namchong-Nyon Students,1970
Pareci Indians,1971
Anti-Imperialist Cell (AIZ),1972
Association of Demobilized Armed Forces,1973
Concerned citizens,1974
People's Alliance,1975
Ninjas,1976
Democratic Karen Buddhist Army (DKBA),1977
Former Soldiers/Police,1978
Right-Wing Youths,1979
Afghan Merceneries,1980
Islamic Renewal Movement,1981
Egyptians,1982
Anti-Narita Extremists,1983
Shanty Dwellers,1984
Central American Movement of Solidarity (MOSCA),1985
Democratic Front for Renewal (FDR),1986
Opossition 48 hour general strikers,1987
Kenyan rebels from Uganda,1988
Right-Wing Paramilitaries,1989
Nomadic AFARS,1990
Movement for Democracy and Development (MDD),1991
Burmese Minority Group Pirates,1992
National Democratic Alliance (NDA),1993
Zairian Dissidents,1994
Hutus Former Soldiers,1995
Algeisk Wolves,1996
All-Party Students Union,1997
Jewish Fighting Organization (Eyal),1998
Khun Sa Guerrillas,1999
Kalpar Tribesmen,2000
Local landlord employee,2001
Taliban,2002
Peasant Self-Defense Group (ACCU),2003
Hiroyuki Jo,2004
Mazari Tribesmen,2005
Liberia Peace Council,2006
Tulawie Clan,2007
Union members,2008
Boer Sentries,2009
M-19 Splinter,2010
Supporters of opposing candidate Abdu Sakurtan,2011
Kuki tribesmen,2012
Vietnamese Detainees,2013
Bavarian Liberation Army,2014
Belarusian Liberation Army,2015
Tribal Clash,2016
Pacific Popular Front,2017
Sandinista Protester,2018
United Wa State Army,2019
St. Kitts Nevis Labor Party,2020
Huria Kristen Batak Protestan (HKBP),2021
Professional Killers,2022
Rival Bangledesh Chhatra League Faction,2023
U/I Militia Group led by Raul Martinez,2024
Chinese Mafia,2025
National Accord Movement,2026
Al-Faran,2027
Purbo Banglar Communist Party,2028
Students  U of PNG,2029
Party for Democracy anti-nuclear-test protesters,2030
Armed Forces for a Federal Republic (FARF),2031
Israeli extremists,2032
Tripura Separatists,2033
Anti-Establishment Nucleus,2034
Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen,2035
Commandos for A Popular alternative,2036
Islamic Salvation Front (Palestine),2037
Revolutionary Voice of the People (VPR),2038
U/I Islamic Separatists,2039
Miscreants,2040
H-World/Heavenly Group,2041
Kurdish Islamic Unity Party,2042
Cuncolta Naziunalista,2043
Movement for Self-Determination,2044
Asbat al-Ansar,2045
Pro-Government Students,2046
Lavalas Supporters,2047
Peasant Squatters,2048
Dukhta-ran-e-Millat,2049
E. Timorese Youths,2050
Leftist youths,2051
Tamil Nadu Liberation Army,2052
Rival Activists,2053
Islamic Revival Movement,2054
Sons of the Gestapo,2055
Pro-Indonesia extremists,2056
Algerian Moslem Fundamentalists,2057
Slum Dwellers,2058
Disgruntled Petroecuador workers,2059
Supporters of Second Prime Minister Hun Sen,2060
Former Student Hostel,2061
leftist guerrillas-Bolivarian militia,2062
Dignity for Colombia,2063
Ethiopians,2064
International Justice Group (Gama'a al-Adela al-Alamiya),2065
Strike Enforcers,2066
Supporters of President J-B Aristide,2067
Evangelical Christians,2068
Jammu and Kashmir Islamic Front,2069
Anti - Election Demonstrators,2070
Civil War Veterans,2071
U/l men,2072
Charlot Jacquelin Militant Front,2073
Pro-State Militiamen,2074
Direct Action Against Drugs (DADD),2075
Cell for Internationalism,2076
Anti-Nuclear Society for a Silent Counter-Offensive (ANGST),2077
Chechen Lone Wolf Group,2078
National Council of Maubere Resistance,2079
United Front for Nigeria's Liberation (UFNL),2080
Student Militants,2081
Karnataka State Farmers Association,2082
Rival peasant band,2083
Rival Afghan Group,2084
Kosovo Liberation Army (KLA),2085
Islamic Front for the Liberation of Bahrain,2086
U/I Liberians,2087
Social Christian Party (PSC),2088
Thavar Caste,2089
Rival caste,2090
Irianese Tribesmen,2091
Militant Peasants (NFI),2092
Local Extremist,2093
Bani Hilal Tribe,2094
Phineas Priesthood,2095
National Socialist Underground,2096
Sudan Alliance Forces,2097
GN-95,2098
Gun runners,2099
Black Mambas,2100
Unidentified Infiltrators,2101
Organization 544,2102
Labor Union Leaders,2103
Islamic Movement of Martyrs,2104
Nihilists Faction,2105
West Nile Bank Front (WNBF),2106
Ikhwan Jammu and Kashmir,2107
Last Alternative Guerrilla Front,2108
Cambodian Gunmen,2109
Jagrata Towhidi Janata (Rising Faithfuls),2110
Saudi Hezbollah,2111
Viviana Gallardo Command,2112
Afridi Tribe,2113
Turkish Revenge Brigade,2114
Ranbir Sena,2115
Continuity Irish Republican Army (CIRA),2116
Popular Revolutionary Army (Mexico),2117
Kaingang Indians,2118
Uighur Separatists,2119
Chinese Illegal Immigrant,2120
Self Defense Forces,2121
Unarmed Algerian,2122
Comando Bautista B,2123
Lebanese male,2124
Peasant protesters,2125
Shinwari Tribe,2126
Hanchongryun,2127
Lashkar-e-Jhangvi,2128
Bharat Zinc Workers,2129
Kidnapping gang,2130
Sipah-I-Mohammed,2131
Jatav Caste,2132
All Karanataka Youth Council,2133
Ujjan Tribe,2134
Beja Congress,2135
Bahujan Samaj Party,2136
The Organization for the Return of Legality,2137
Lufa Tribesmen,2138
Ethiopian Dongiro tribesmen,2139
Anti-Bhutto demonstrators,2140
National Renewal Party,2141
Vanuatu Mobile Force (VMF),2142
Al-Toaiman Tribesmen,2143
Guaycaipuro Indians,2144
National Council for Defense of Democracy (NCDD),2145
Jamiat ul-Mujahedin (JuM),2146
Earth Liberation Front (ELF),2147
Indian Tigers,2148
Uganda Federal Democratic Alliance (UFEDA),2149
Fighting Guerrilla Formation,2150
Children of November,2151
Ticuna Indian,2152
Revolted Persons of the Polytech School,2153
Demonstrators,2154
"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia (FUNCINPEC)",2155
National People's Movement Coordination Committee,2156
Tajik Rebels,2157
Al-Masni Tribe,2158
Revolutionary Nuclei,2159
Lashkar-e-Taiba (LeT),2160
Bodo Liberation Tigers (BLT),2161
Islamic Movement for Change,2162
Justice Army for Defenseless Peoples,2163
Boere Aanvals Troepe (BAT),2164
Bosnian refugee,2165
Danish Neo-Nazi Group,2166
Civil Servants and Unionists,2167
Kamal Boulander Group,2168
Pakistan Muslim League (PML),2169
Institutional Revolutionary Party (PRI),2170
Cambodian People's Party (CPP),2171
Revolutionary Proletarian Army,2172
Communist Party of Nepal- Maoist (CPN-M),2173
Tribesmen Murad Tribe,2174
Ashuar Tribe,2175
Death to Rustlers,2176
Anonima Sequestri,2177
Catholic E. Timurese,2178
Allied Democratic Forces (ADF),2179
Maori,2180
Vietnamese,2181
Buddhist Monks,2182
Koreans,2183
Jihad Islamic League Front,2184
Columbia PM,2185
Timorese guerrillas,2186
Guatemalan hired assasins,2187
Pataxo Indians,2188
Republic of Texas,2189
Tribal guerrillas,2190
Loyalist Volunteer Forces (LVF),2191
Tehrik al-Mojahedin,2192
Communist Party of Nepal- Unified Marxist-Leninist (CPN-UML),2193
Nepali Congress Party (NC),2194
Guerrilla Command Force 97,2195
Elos security firm,2196
Republican Anticlerical Group,2197
Massive escape,2198
Revolutionary Military Council,2199
"Raul Ernesto Cruz Leon, Salvadorian",2200
Sagrado Corazon Fanatic Group,2201
Andres Castro United Front,2202
Northern Diriangen Front (FND),2203
Al-Yemenia al-Ulia Tribesmen,2204
We Who Built Sweden,2205
Tamil Liberation Army,2206
Rahanwein Resistance Army (RRA),2207
White Legion (Georgia),2208
Modakeke Ethnics,2209
Majerten clansmen,2210
Korubo Tribe,2211
Rival clan,2212
Convention of Liberal Reformers (CLR),2213
Che Guevara Guerrillas,2214
Serb demonstrators,2215
Sa'ad Militia,2216
Rizvon Sadirov Group,2217
Filipino Soldiers for the Country,2218
Saharan Revolutionary Armed Front (FARS),2219
Jordanian Islamic Resistance,2220
Grupo de Combatientes Populares,2221
Commander Luciano Varela Antiguerrilla Group,2222
Bin Zabyan Tribesmen,2223
Shahid Khalsa Force,2224
Revolutionary Struggle,2225
Brelvi Muslims,2226
Islamic Jihad Organization (Yemen),2227
"Tribesmen, al-Itada",2228
Retired Soldier,2229
Kamajor Hunters,2230
Revolutionary Combat Brigades,2231
Party Unity,2232
Supporters of ret. Gen. Lino Oviedo,2233
Activists,2234
Youth Gang,2235
Modakeke Ethnic Activists,2236
Al-Sunni muslim sect,2237
Kisii Activists,2238
People's Militia of Dagestan,2239
People's Revolutionary Army (ERP),2240
Maasai,2241
National Development Party (NDP),2242
Algerian Islamic Extremists,2243
May 15,2244
Conscientious Arsonists (CA),2245
Union of Democratic Forces,2246
Al-Ummah,2247
Zviadists,2248
Supporters of Ali Mahdi Mohammed,2249
14 K Triad,2250
May 98,2251
Real Irish Republican Army (RIRA),2252
Anti-Christian extremists,2253
Arsonists for Social Cohesion,2254
Banyamulenge rebels,2255
Muslims Against Global Oppression (MAGO),2256
Wolves of Islam,2257
Congolese Democratic Coalition,2258
Partisan Sharpshooters,2259
Tribesmen,2260
Supporters of Colonel Mahmud Khudoyberdiyev,2261
Orange Volunteers (OV),2262
Robin Food,2263
Tigers,2264
Fight Against Authority,2265
Mahdaviyat,2266
Armed Forces Revolutionary Council (AFRC),2267
Matan Abdulle,2268
Vishwa Hindu Parishad (VHP),2269
People Against Gangsterism and Drugs (PAGAD),2270
Red Hand Defenders (RHD),2271
Support of Ocalan-The Hawks of Thrace,2272
Sword of Islam,2273
Ansar Sarallah,2274
Salafist Group for Preaching and Fighting (GSPC),2275
Mazdoor Kisan Sangram Samiti (MKSS),2276
Harkatul Jihad-e-Islami,2277
The Front for the Liberation of the Cabinda Enclave - Renewed (FLEC),2278
Comite d'Action Viticole,2279
SKIF Detachment,2280
National Democratic Alliance of Sudan,2281
Pemuda Pancasila,2282
New Revolutionary Alternative (NRA),2283
Association of Mobil Spill Affected Communities (AMSAC),2284
Anti-Imperialist Commando,2285
Combat 18,2286
CSS Movement,2287
Anti-Racist Guerrilla Nuclei,2288
Red Line,2289
White Wolves (UK),2290
Loyalists,2291
Aitarak Militia,2292
Besi Merah Putih Militia,2293
Anti-Independence extremists,2294
People's Sovereignty Party (PDR),2295
National Army for the Liberation of Uganda (NALU),2296
Supporters of Ernest Wamba dia Wamba,2297
United Self Defense Units of Colombia (AUC),2298
Fatherland,2299
Guadalcanal Liberation Army,2300
Ijaw extremists,2301
Human Rights Renewal Movement (Renovacion por los Derechos Humanos),2302
Ariska Brodraskapet (Aryan Brotherhood),2303
Hells Angels,2304
World Church of the Creator,2305
Anti-State Proletarian Nuclei,2306
Movement for Democracy and Justice in Chad (MDJT),2307
Mahidi,2308
Supporters of Pascal Lissouba,2309
The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA),2310
The Justice Department,2311
Dima Halao Daoga (DHD),2312
Tupamaro Revolutionary Movement,2313
Adan Abyan Islamic Army (AAIA),2314
Armata di Liberazione Naziunale (ALN),2315
Ummah Liberation Army,2316
Communist Party of India- Marxist-Leninist,2317
Union of Revolutionary Communists in Turkey (TIKB),2318
Harakat ul-Mujahidin (HuM),2319
Vigorous Burmese Student Warriors,2320
Friendly Company,2321
East Turkistan Liberation Organization,2322
Gazteriak,2323
Fatherland and Liberty Nationalist Front (FNPL - Frente Nacionalista Patria y Libertad FNPL),2324
Supporters of Johnny Paul Koroma,2325
Angry Brigade (Italy),2326
Bani Jaber tribe,2327
Youth of Islamic Awakening,2328
Anti-State Action,2329
Anti-Capitalist Action,2330
Egbesu Youths of the Bayelsa,2331
Zionist Resistance Fighters,2332
Anti-Zionist Movement,2333
Clandestini Corsi,2334
Al-Nawaz,2335
Bengali Tiger Force (BTF),2336
Beli Orlovi (White Eagles),2337
Colombian Patriotic Resistance,2338
Autonomous Decorators,2339
Anarchist Faction,2340
Odua Peoples' Congress (OPC),2341
Revolutionary Leninist Brigades,2342
28s,2343
God's Army,2344
Erotic Anti-authority Cells,2345
National People's Party (Rashtriya Janata Dal - RJD),2346
Squadrons of Terror (Katibat El Ahoual),2347
Serb Radical Party,2348
Terena Indians,2349
Coalition to Save the Preserves (CSP),2350
Last Generation,2351
Jaish-e-Mohammad (JeM),2352
Iconoclasts,2353
Karbi National Volunteers (KNV),2354
Revolutionary Perspective,2355
Revenge of the Trees,2356
Borana bandits,2357
Supporters of General Lino Oviedo,2358
National Front Against Tigers (NFAT),2359
Fighters of Democratic Latvia,2360
International Solidarity,2361
Civil Defense Force (CDF),2362
Revolutionary Proletarian Initiative Nuclei (NIPR),2363
Al-Ma'unah,2364
Kamtapur Liberation Organization (KLO),2365
Baby Liberation Army,2366
Fuerzas Armadas Revolucionarias del Pueblo (FARP),2367
Ejercito Revolucionario Guevarista (Guevarist Revolutionary Army),2368
Jemaah Islamiya (JI),2369
Islamic Movement of Uzbekistan (IMU),2370
Black Star,2371
Armata Corsa,2372
Anarchist Struggle,2373
West Side Boys,2374
Skinheads,2375
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),2376
Isatabu Freedom Movement (IFM),2377
Government Supporters,2378
Mungiki Sect,2379
Uighur Liberation Organization,2380
Anti-Communist Command (KAK),2381
Akhilesh Singh Gang,2382
Umar al-Mukhtar Martyr Forces,2383
United Bengali Liberation Front (UBLF),2384
Al-Aqsa Martyrs Brigade,2385
The Husayn Ubayyat Martyrs' Brigades,2386
Al-Zaidi Tribe - Mareb,2387
National Bolshevik Party (Partiya Natsionalnikh Bolshevikov - PNB),2388
Palestinian Hezbollah,2389
The Islamic Revolution to Liberate Palestine,2390
Cambodian Freedom Fighters (CFF),2391
Takfir wal-Hijra (Excommunication and Exodus),2392
Allied Democratic Forces of Guinea (RDFG),2393
Islamic Defenders' Front (FPI),2394
Anarchists Attack Team,2395
Popular Resistance Committees,2396
Intifada Martyrs,2397
Rastas,2398
United People's Democratic Solidarity (UPDS),2399
Civic United Front (CUF),2400
National Liberation Army (NLA) (Macedonia),2401
Supporters of Saddam Hussein,2402
Chukakuha Revolutionary Army,2403
Marhan Clan,2404
"Civil Association for Peace in Colombia, Asocipaz",2405
"Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)",2406
Forces for the Defense of Democracy (FDD),2407
Chakma tribal group,2408
Tanzim,2409
Liberation War Veterans Association,2410
Sudan Liberation Movement,2411
Haika,2412
Kanglei Yawol Kanna Lup (KYKL),2413
Dayak gang,2414
Rodolfo Walsh National Command,2415
Supporters of Muhammad Umar Habib,2416
Supporters of Muse Sudi Yalahow,2417
Special Purpose Islamic Regiment (SPIR),2418
Croat Democratic Union,2419
Students Islamic Movement of India (SIMI),2420
Anti-Imperialist Territorial Nuclei (NTA),2421
Liberians United for Reconciliation and Democracy (LURD),2422
Revolutionary Violence Units,2423
Al-Hamas Mujahideen,2424
Mayi Mayi,2425
Free Vietnam Movement,2426
Gilad Shalhevet Brigades,2427
Anarchist Squad,2428
Group of Carlo Giuliani,2429
Anarchist Liberation Brigade,2430
Nobles of Jordan,2431
Achik National Volunteer Council (ANVC),2432
Albanian National Army (ANA),2433
Popular Army Vanguards- Battalions of Return,2434
South Londonderry Volunteers (SLV),2435
Musa Sudi Yalahow Militia,2436
Habi's Er'roub seriat,2437
Association Totalement Anti-Guerre (ATAG),2438
Lashkar-e-Omar,2439
Mujahedin Kompak,2440
Armed Forces of the Chechen Republic of Ichkeria,2441
Laskar Jihad,2442
September 11,2443
Movement for the Actualization of the Sovereign State of Biafra (MASSOB),2444
People's Democratic Party (PDP),2445
Indigenous People's Federal Army (IPFA),2446
Draa El Mizan Seriat,2447
Pentagon Kidnap Group,2448
National Youth Service of Zimbabwe,2449
Karamojong Warriors,2450
Revolutionary Force,2451
Avengers of the Infants,2452
United Kuki Liberation Front (UKLF) - India,2453
Islamic Front,2454
Ansar al-Islam,2455
Sympathizers of Al-Qaida Organization,2456
Grozny Jamaat,2457
Chin National Army,2458
Porattom,2459
Fanmi Lavalas,2460
Didier Ratsiraka's Militia,2461
Face to Face (Face-a-Face),2462
Taliban (Pakistan),2463
Kuki Revolutionary Army (KRA),2464
Popular Resistance (Laiki Antistasi),2465
Movement for Democratic Change (MDC),2466
Barisan Revolusi Nasional (BRN),2467
Al-Madina,2468
Congolese Rally for Democracy (RCD),2469
Sardinian Autonomy Movement,2470
Mujahideen Islam Pattani,2471
New Revolutionary Popular Struggle (NELA),2472
Rabid Brothers of Giuliani,2473
Al-Intiqami al-Pakistani,2474
Al-Mansoorian,2475
Ed'daoua Es'salafia Lilqadha,2476
All Nepal National Free Student Union-Revolutionary,2477
Army of the Republic of Ilirida,2478
Democratic Iraqi Opposition of Germany,2479
Guadalcanal Liberation Front (GLF),2480
People's Revolutionary Militias (MRP),2481
Front for Peace and Reconciliation (FRP),2482
Al-Arifeen,2483
Islamic Shashantantra Andolon (ISA),2484
Anti-Kim Jong-il extremists,2485
Tawhid and Jihad,2486
Jerusalem Groups Hebrew (Qvutzot Yerushalayim),2487
Al-Badr,2488
Young Liberators of Pattani,2489
Harakat ul-Mujahidin Al-Almi,2490
Ramzi Nahra Martyr Organization,2491
Al-Nasirin (India),2492
Fulani extremists,2493
CCCCC,2494
Save Kashmir Movement,2495
Praveen Dalam,2496
Resistenza Corsa,2497
Rashtriya Swayamsevak Sangh,2498
Islamic Fateh,2499
Shan United Revolutionary Army,2500
Supporters of Johnny Adair,2501
Vanguard of Red Youth (AKM),2502
Jama'atul Mujahideen Bangladesh (JMB),2503
White Legion (Ecuador),2504
Zemun Clan,2505
Enraged Revolutionaries,2506
The War That Was Never Declared,2507
Kuki Liberation Army (KLA),2508
Saif-ul-Muslimeen,2509
Pokot extremists,2510
Comando Malvinas Argentinas,2511
Dissident Republicans,2512
Al-Qaida in Saudi Arabia,2513
Proletarian Nuclei for Communism,2514
Muslim United Army (MUA),2515
Salafia Jihadia,2516
People's Revolutionary Party of Kangleipak (PREPAK),2517
Lendu extremists,2518
Swaziland Youth Congress (Swayoco),2519
Popular Revolutionary Action,2520
Al-Shuda Brigade,2521
Egbema National Front,2522
Armed Vanguards of a Second Mohammed Army,2523
Revolutionary Cells-Animal Liberation Brigade,2524
Cannibal Army,2525
Fedayeen Imam Mahdi,2526
Al-Qaida in Iraq,2527
Kashmir Freedom Force,2528
Free Democratic People's Government of Laos,2529
United National Liberation Front (UNLF),2530
Union of Congolese Patriots (UPC),2531
Kuki National Front (KNF),2532
Loyalist Action Force,2533
Bini-Oru,2534
Al-Haramayn Brigades,2535
Informal Anarchist Federation,2536
Baathist extremists,2537
The Inevitables,2538
Armed Revolutionary Left (IRA),2539
Moroccan extremists,2540
Mahdi Army,2541
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2542
Ansar al-Din,2543
Mujahedeen Brigades,2544
Mujahedeen Group,2545
Janjaweed,2546
Itsekiri,2547
Jaish al-Ta'ifa al-Mansura,2548
Resistance Cell,2549
Al-Qaida in the Arabian Peninsula (AQAP),2550
Khalid ibn Walid Brigade,2551
Jenin Martyrs Brigades,2552
Holders of the Black Banners,2553
Mujahedeen Corps in Iraq,2554
Islamic Jihad Group (IJG),2555
Islambouli Brigades of al-Qaida,2556
Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),2557
Kurdistan Freedom Hawks (TAK),2558
Ansar al-Sunna,2559
Al Zawahiri Loyalists,2560
Anonymous Underground Movement (MCA),2561
Jaish al-Muslimin (Army of the Muslims),2562
Abdullah Azzam Brigades,2563
French Armed Islamic Front,2564
Al-Sunna wal Jamma,2565
1920 Revolution Brigades,2566
Initiative de Resistance Internationaliste,2567
Hofstad Network,2568
Ansar al-Jihad,2569
Salafi Daawa Group,2570
Mujahedeen Army,2571
Balochistan National Army,2572
Islamic Movement of Iraqi Mujahidin,2573
Etnocacerista Movement,2574
Liberals of Galilee,2575
Global Intifada,2576
Islamic Jihad Brigades,2577
Baloch Liberation Army (BLA),2578
Brigades of Iman Hassan-al-Basri,2579
Nationalist Integrationist Front (FNI),2580
Mahsud Tribe,2581
Baloch Nationalists,2582
Colonel Karuna Faction,2583
Thai Islamic Militants,2584
Organization of Soldiers of the Levant,2585
Protectors of Islam Brigade,2586
Al-Nasireen Group,2587
Omar Bin Khattab Group,2588
Al-Shabaab al-Mu'minin,2589
Communist Party of India - Maoist (CPI-Maoist),2590
Mujahedeen Shura Council,2591
Patriotic Resistance Front in Ituri (FRPI),2592
National Anti-Corruption Front (FNA),2593
Junaid Jihadist Battalion,2594
Badr Brigades,2595
Tela Mohammed,2596
Dagestani Shari'ah Jamaat,2597
Mariano Moreno National Liberation Commando,2598
Arbav Martyrs of Khuzestan,2599
Al-Ahwaz Arab People's Democratic Front,2600
Hizb al-Tahrir al-Islami (HT),2601
United Jihad Council,2602
Imam Hussein Brigade,2603
Tamil Makkal Viduthalai Pulikal (TMVP),2604
Karbi Tribe,2605
All Ethiopian Unity Party (AEUP),2606
Mujahidin Ambon,2607
Niger Delta People's Volunteer Force (NDPVF),2608
Islamic Courts Union (ICU),2609
Mahaz-e-Inquilab,2610
Al-Qaida in Yemen,2611
Abida Tribe,2612
Al-Qaida Organization for Jihad in Sweden,2613
Anti-State Justice,2614
Jundallah (Iran),2615
Revenge Brigade,2616
Fuerzas Autonómicas y Destructivas León Czolgoscz,2617
Revolutionary Action of Liberation,2618
People's United Democratic Movement (PUDEMO),2619
Coalition for Unity and Democracy (CUD),2620
Ansar al-Tahwid wal Sunna,2621
Mutahida Majlis-e-Amal,2622
Supporters of Laurent Nkunda,2623
Kawal ng Pilipinas (Soldier of the Philippines),2624
Al-Qaida in Lebanon,2625
Al-Qaida Network for Southwestern Khulna Division,2626
Kangleipak Communist Party (KCP),2627
Young Officer Union of the New Generation and Reformist Armed Forces of the Philippines (YOU-RAFP),2628
Solidarity with imprisoned members of Action Directe (AD),2629
United Front for Democratic Change (FUC),2630
Karbi Longri North Cachar Liberation Front (KLNLF),2631
National Liberation Alliance of Sa Kaeo,2632
Houthi extremists (Ansar Allah),2633
Movement for the Emancipation of the Niger Delta (MEND),2634
Egyptian Tawhid and Jihad,2635
Gugama Youth Federation,2636
Banner of Islam,2637
Sunni Supporters,2638
Justice and Equality Movement (JEM),2639
Aibed Er-Rahman katibet,2640
Islamic Tendency,2641
Janatantrik Terai Mukti Morcha (JTMM),2642
Kata'ib al-Khoul,2643
Army of Islam,2644
Jaish-e-Mohammad (Iraq),2645
First Capital Command (PCC),2646
Bersatu,2647
Haqqani Network,2648
Martyr Sami al-Ghul Brigades,2649
Janatantrik Terai Mukti Morcha- Goit (JTMM-G),2650
Jund al-Sahabah Group,2651
Oglaigh na hEireann,2652
People's Tamil Organization,2653
The Joint Revolutionary Council,2654
El-Feth katibat,2655
Jihadist Soldiers,2656
Islamic Companies,2657
Union of Forces for Democracy and Development (UFDD),2658
National Redemption Front,2659
Jund al-Sham for Tawhid and Jihad,2660
Islamic Swords of Justice in the Land of Ribat,2661
Rally of Democratic Forces (RAFD),2662
Niger Delta Vigilante (NDV),2663
Salafi Abu-Bakr al-Siddiq Army,2664
Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J),2665
Islamic State of Iraq (ISI),2666
Ogaden National Liberation Front (ONLF),2667
Al-Qaida in the Islamic Maghreb (AQIM),2668
Bunda Dia Kongo (BDK),2669
Afar Revolutionary Democratic Unity Front,2670
Democratic Front for the Liberation of Rwanda (FDLR),2671
Sabaot Land Defense Force (SLDF),2672
Jadid Al-Qaida Bangladesh (JAQB),2673
Al-Qaida Kurdish Battalions (AQKB),2674
Asa'ib Ahl al-Haqq,2675
Mujahideen Youth Movement (MYM),2676
Anbar Salvation Council,2677
Karbi Longri National Liberation Front (KLNLF),2678
Anti-Apostate Movement Alliance (AGAP),2679
Diyala Salvation Council,2680
Adivasi National Liberation Army (ANLA),2681
Athens and Thessaloniki Arsonist Nuclei,2682
Just Punishment Brigades,2683
Kuki National Army (KNA),2684
Young Communist League,2685
Popular Army for the Restoration of Democracy (APRD),2686
Fatah al-Islam,2687
Madhesi People's Rights Forum (MPRF),2688
Movement of Niger People for Justice (MNJ),2689
Janatantrik Terai Mukti Morcha- Bisphot Singh (JTMM-B),2690
Amr Bil Maroof Wa Nahi Anil Munkir,2691
Sungu Sungu,2692
Terai Army,2693
Al-Khobar,2694
Union of Chadian Forces (UFNT),2695
Tehrik-i-Taliban Pakistan (TTP),2696
United Janatantrik Terai Mukti Morcha (U-JTMM),2697
Baloch Republican Army (BRA),2698
Bhumi Uchched Pratirodh Committee (BUPC),2699
Al-Shabaab,2700
Union Parishad,2701
Democratic Movement for the Liberation of the Eritrean Kunamas (DMLEK),2702
